smiles,pKa
ClC1(=C(Cl)C=CC(=C1)NC(=S)C2(=CC=C(Cl)C=C2)),9.51
O(C1(=CC(O)=CC=C1))C,9.51
S(=O)(=O)(N)C1(=CC(=CC=C1)C),9.51
OC2(=CC=1(C(=CC=C(C=1)C)C=C2)),9.52
ONC=1(C=2(C([N+]([O-])=CC=1)=CC=CC=2)),9.52
O=C1(NC(=O)C2(C1CCC2)),9.53
OC2(=CC=1(C(=CC=CC=1CC)C=C2)),9.54
O=[N+]([O-])C2(=CC(NC(=O)CC(=O)C1(=CC=CC=C1))=CC=C2),9.54
O=[N+]([O-])C2(=C(NC(=O)CC(=O)C1(=CC=CC=C1))C=CC=C2),9.54
O=C(NC1(=CC=CC=C1))CC(=O)C2(=CC=CC=C2),9.54
SCC=1(N=CNC=1),9.54
N2(=C1(NN=CC1=CN=C2)),9.54
O2(CC1(=NNC(=N1)COCCOCCOCCOCC2)),9.55
[P+](C1(=CC(=CC=C1)C))(C2(=CC(=CC=C2)C))(C3(=CC(=CC=C3)C))C5(C4(=C(C=CC=C4)C6(=C5C=CC=C6))),9.55
O=C([N+]1(=CC=C(N(C)C)C=C1))C,9.55
N2(=C1(N=C(NC)NC1=CN=C2)),9.56
O=C(NO)CCCCC,9.58
OC1(=CC=C(CC[NH2+]C(C)C)C=C1),9.59
OC2(=CC(C1(=CC=CC=C1))=CC=C2),9.59
O=C(NO)C(C)(C)C,9.59
OC2(=CC=1(C(=CC=CC=1)C=C2)),9.6
O=C1(N(C(=O)C(N1)=CC2(=CC=CC=C2))C),9.6
O=C1(C(=O)CCC1C),9.6
ClC1(=CC(=C(O)C=C1)C),9.6
ClC1(=C(C=C(O)C=C1C)CC),9.6
O=C(NO)CCCCCC,9.62
S(=O)(=O)(N)C1(=CC(=C(C)C=C1)C),9.62
O=C1(NC(=O)C2(C1CC2)),9.63
OC1(=CC(=CC=C1)CCC[N+](C)(C)C),9.64
[P+](C1(=CC=C(C)C=C1))(C2(=CC=C(C)C=C2))(C3(=CC=C(C)C=C3))C5(C4(=C(C=CC=C4)C6(=C5C=CC=C6))),9.64
O=C(OCC)C(=NO)C,9.64
S1(C(=[N+](C)C=C1)N),9.65
S(C1(=NC=NC2(=C1C=NN2)))C,9.65
S(=O)(=O)([O-])C2(=C1(NN=CC1=CC(=C2)O)),9.65
OC1(=C(C=CC=C1CO)CO),9.66
O=C(OC=2(C1(=C(O)C=CC=C1C=CC=2)))C,9.69
O=C(C(C(=O)C)CC1(=CC=C(C#N)C=C1))C,9.69
O=C(C1(=NNC(=C1)C(=O)CC))C(C)(C)C,9.7
S1(C(=NC=C1)NP(=O)(OC2(=CC=CC=C2))C3(=CC=C(N)C=C3)),9.7
S(=O)(=O)(NC2(=CC(C1(=C(C(=NC(=C1C(=O)OCC)C)C)C(=O)OCC))=CC=C2))C3(=CC=C(N)C=C3),9.7
O=C1(NC([O-])=NC2(=C1NC(C)=N2)),9.7
S(=O)(=O)(N)C1(=CC=CC=C1),9.7
O(C1(=C(O)C=CC=C1))C,9.7
OC1(=C(N)C=CC=C1),9.71
O=C1(NC(=O)C2(C1CCCC2)),9.72
S(=O)(=O)(NC1(=NC=CN1))C2(=CC=C(N)C=C2),9.72
O=[N+]([O-])C=1(C(=NNC=1)N),9.73
O=[N+]([O-])C(CC([N+](=O)[O-])CC)(C)C,9.73
N2(=C1(N=C(N(C)C)NC1=CN=C2)),9.73
OB(O)C1(=C(C=CC=C1)C),9.74
O=C(N)C1(C2(CCN(C1)CC2)),9.74
OC=2(C1(=NC=C(C)C=C1C=CC=2)),9.75
O=[N+]([O-])C=1(N=C(C)NC=1),9.75
OC2(=C1(N=C(C)N(C1=C(O)C=C2)C)),9.75
N=1(N=C(CC)N(C=1CC)N),9.77
OC=2(C1(=NC=CC=C1C=CC=2)),9.77
OC1(=C(C=CC=C1)CCC[N+](C)(C)C),9.78
O(C1(=C(O)C=CC(=C1)CO))C,9.79
OC1(=CC=C(CC[N+](C)(C)C)C=C1),9.8
OC1(=CC=C(CCC[N+](C)(C)C)C=C1),9.8
[N+]=2(C=1(C(=CC(N)=CC=1)C=C3(C=2C=CC=C3)))(C),9.8
OC=2(C1(=NC=CC=C1C=CC=2C(C=C)CC(C)(C)C)),9.8
O(C1(=C(OC)C=C2(CC3(C=4(C=C(O)C(=CC=4(CC(C2(=C1))N3(C)))OC)))))C,9.8
ClC(=NO)C1(=CC=CC=C1),9.8
O=C(CC(=O)CC)CC,9.82
OC1(=CC=C(CO)C=C1),9.82
ONC1(=NC=NC2(=C1NC=N2)),9.83
OC1(=CC(=CC=C1)CO),9.83
O=C1(N(C(=O)C=2(C(C)=NNC=2(N1C)))C),9.83
SC1(=NC2(=CC3(=CC=CC=C3(C=C2(N1))))),9.84
O=[N+]([O-])C4(=CC(OC(=O)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))=CC=C4),9.84
OC1(=CC(=CC=C1)C(O)CNC),9.84
ClC1(=CC(=C(O)C=C1)CN2(CCOCC2)),9.85
O(C1(=C(OC)C=C2(CC3(C=4(C(O)=C(OC)C=CC=4(CC(C2(=C1))N3(C)))))))C,9.85
N=1(N=C(C)N(C=1C)N),9.85
OC1(=CC(N)=CC=C1),9.85
OC2(=CC=1(N=CN(C=1C=C2)C)),9.85
S(=O)(=O)(N)C(C(=O)N)C,9.86
O=C(C(C)C)CC(=O)C(C)C,9.86
OC=3(C=1(C(=CC2(=CC=CC=C2(C=1)))C=CC=3)),9.88
FC1(=CC=C(O)C=C1),9.88
S(=O)(=O)(N)C1(=CC=C(C)C=C1),9.89
S(=O)(=O)(N)C=2(C=1(C(=C(N(C)C)C=CC=1)C=CC=2)),9.9
O=[N+]([O-])C4(=CC=C(OC(=O)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))C=C4),9.9
OC1(=C(C(=CC=C1)C(O)C)CO),9.9
O=C1(NC(=O)C2(=C1C=CC=C2)),9.91
OC1(=CC=C(C=C)C=C1),9.91
O(C3(=C(C1(=NC=2(N=CN=CC=2(N1))))C=CC(=C3)OC))C,9.92
S(=O)(=O)(N)C(C(=O)N)(C)C,9.92
O=C2(N(C=1(N=CN(C=1C(N2)=O)C))C),9.92
OC1(=C(C=CC=C1)CO),9.92
OC=2(C1(=NC=CC=C1C(C)=CC=2)),9.93
N1(=C(N=CC2(=C1N=CN2))N),9.93
S(=O)(=O)(N)C1(=CC=C(OC)C=C1),9.93
O=C(N(O)C)C(C)(C)C,9.94
O=C(C(C)(C)C)CC(=O)C,9.94
O=C(NC1(=NC=NC2(=C1NC=N2)))N,9.95
ClC1(=C(Cl)C=CC(=C1)NC(=S)C2(=CC=CC=C2)),9.96
OC1(=CC=CC=C1),9.97
ClC1(=C(C=C(O)C(=C1)C(C)C)C),9.98
OC2(=C(C1(=CC=CC=C1))C=CC=C2),9.99
O(C1(=C(O)C=CC(=C1)CC=C))C,10
O=C(NC1(=CC(=CC=C1)C))CC(=O)C,10
OC1(=C(C(=CN=C1)C2(CCCCC2))C),10
[N+]=2(C=1(C(=C(N)C=CC=1)C=C3(C=2C=CC=C3)))(C),10
O=[N+]([O-])C1(=C(C=C(N)C=C1)B(O)O),10
N2(=C(C=1(NC=NC=1N=C2))C(=NN)N),10
ON=CC1(=NC(=CC=C1)C),10
O(C1(=CC(N)=C(O)C=C1))C,10
ON=C2(C1(=NC=CC=C1C(=NO)C=C2)),10
[Br]C2(=CC(C(=S)NC1(=CC(F)=CC=C1))=CC=C2),10.01
OC2(=CC=1(N=CNC=1C=C2)),10.01
OC1(=C(C=CC=C1C)C[NH+](CC)CC),10.02
S(=O)(=O)(N)C1(=CC=C(NC(=O)C)C=C1),10.02
OC=2(C1(=NC=CC=C1C=CC=2C(C=C)CC(CC(C)(C)C)(C)C)),10.03
O=[N+]([O-])C1(=CC=C(C=NO)C=C1),10.03
N2(=C(NC)C=1(NC=NC=1N=C2)),10.04
OC=2(C1(=NC=C(C)C(=C1C=CC=2)C)),10.05
OC1(=CC=C(N)C=C1),10.06
OC=2(C1(=NC=CC=C1C=CC=2CC=C)),10.07
S(=O)(=O)(NCC1(=CC=CC=C1))C2(=CC=C([N+](=O)[O-])C=C2),10.07
O=[N+]([O-])C2(=CC1(=C(CC(=O)CC1)C=C2)),10.09
O(C1(=C(O)C(OC)=CC=C1))C,10.09
O=C(N(O)C(C)(C)C)C1(=CC=CC=C1),10.1
N3(=C(NCCC1(=CC=CC=C1))C=2(NC=NC=2N=C3)),10.1
[Br]C2(=CC(C(=S)NC1(=CC=C(Cl)C=C1))=CC=C2),10.1
O5(C4(=C2(C1(=C(O)C(OC)=CC=C1CC3(C2=C(CCN3C)C=C4OC5))))),10.1
S(=O)(=O)(N)C1(=C(C=CC=C1)CN),10.11
S=CNC1(=CC=C([N+](=O)[O-])C=C1),10.11
OC=1(C=2(C(C(N)=CC=1C)=CC=CC=2)),10.12
ClC1(=C(Cl)C=CC(=C1)NC(=S)C2(=CC=C(OC)C=C2)),10.14
ON=CC1(=NC=CC=C1),10.14
S(=O)(=O)(N)C1(=CC(=CC=C1)CN),10.14
N2(=C(N)C=1(NN=CC=1N=C2)),10.15
S(=O)(=O)(N)C1(=CC=C(CN)C=C1),10.15
OC1(=C(C=C(C)C=C1)CO),10.15
O(C1(=CC(=C(O)C=C1)C))C,10.16
OC1(=CC=C(N(C)C)C=C1),10.16
O=[N+]([O-])C1(=CC(=CC=C1)C=CC=NO),10.16
OC=2(C1(=NC(=C(C)C=C1C=CC=2)C)),10.2
N3(=C(NC1(CCCCC1))C=2(NC=NC=2N=C3)),10.2
SC(C(N1(C(=NC(=C1)C(=O)[O-])CC=CCC))C(=O)[O-])(C)C,10.2
O=C(N)C(C1(=NC=CC=C1))(C2(=CC=CC=C2))CCN(C(C)C)C(C)C,10.2
[S-]C1(=NC(=NC(=N1)N)N),10.2
S(C1(=NC(N)=C2(NC=NC2(=N1))))C,10.2
O=C1(NC(=O)C2(=C1C=C(C(C)(C)C)C=C2)),10.21
S=C(NC1(=C(C=CC=C1)C))C2(=CC=CC=C2),10.21
O=C1(C(C(=O)C)CCCC1),10.21
OC1(=CC=C(C)C=C1),10.22
OC1(=C(C=CC=C1)C),10.22
N1(=C(N=CC2(=C1N=CN2))N(C)C),10.22
O(C1(=CC=C(O)C=C1))CCCCC,10.23
O=C([O-])C=NO,10.23
[Se](O)C1(=C([N+](=O)[O-])C=C(Cl)C=C1),10.23
OC1(=CC(N=CN(C)C)=CC=C1),10.23
O(C1(=CC=C(O)C=C1))CCC,10.23
[Br]C2(=CC=C(NC(=S)C1(=CC=C(Cl)C=C1))C=C2),10.24
S=C1(NC=2(C=CC=CC=2(N1))),10.24
O(C1(=CC=C(O)C=C1))C,10.24
O(C1(=C(C=C(O)C=C1)C))C,10.24
ClC2(=CC=C(NC(=S)C1(=CC=C(Cl)C=C1))C=C2),10.25
S(=O)(=O)(NCC1(=CC=CC=C1))C2(=CC=C(S(=O)(=O)C)C=C2),10.25
S=C1(OC(C=C)CN1),10.25
O=C(C1(=C[N+](=CC=C1)C))CC2(=CC=CC=C2),10.265
OC1(=CC=C(C(C)(C)C)C=C1),10.27
O2(CCN(CC1(=C(O)C=CC=C1))CC2),10.27
S=C(NC1(=CC(F)=CC=C1))C2(=CC=CC=C2),10.29
OC2(=CC1(=C(CCC1)C=C2)),10.29
OC=2(C=1(C(=C(N)C=CC=1)C=CC=2)),10.3
OC4(=CC(=C(N=NC3(=CC1(=C(C=2(C=CC=CC=2(C1)))C=C3)))C=C4)C),10.3
O=C1(C(=O)CCCC1),10.3
S=CNC1(=CC([N+](=O)[O-])=CC=C1),10.3
OC1(=CC(=C(C(C)C)C=C1)C),10.31
[Br]C2(=CC(C(=S)NC1(=CC=C(F)C=C1))=CC=C2),10.32
ClC4(=CC=C(OC(=O)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))C=C4),10.32
OC2(=CC1(=C(CCCC1)C=C2)),10.33
O2(C(O)=C(CC1(=CC=CC=C1))N=C2C),10.34
OC1(=C(C=CC(=C1)C(C)C)C),10.35
OC1(=C(C=CC(=C1)C)C),10.36
S2(C1(=NC=NC(=C1NC(C2)=O)N3(CCOCC3))),10.37
O=C(C1(=C(O)C=CC=C1))C,10.37
OC1(=C(N)C=C(N)C=C1),10.4
OC1(=C(N)C=C(C)C(=C1)C),10.4
ClC2(=CC=C(C(=S)NC1(=CC=C(F)C=C1))C=C2),10.41
ON=CC=1(C=2(C(N=CC=1)=CC=CC=2)),10.42
[Br]C2(=CC=C(NC(=S)C1(=CC=CC=C1))C=C2),10.42
OC(=CC(=C)C)C,10.42
O=C1(N(C(=NC2(=C1NC=N2))N)C),10.43
O=[N+]([O-])C=2(C=1(C(=C[N+](CCCO)=CC=1)C=CC=2)),10.45
OC1(=C2(C(=CC=C1)CCCC2)),10.46
[Se](O)C1(=C([N+](=O)[O-])C=CC=C1),10.47
O(C1(=C(O)C=CC(=C1)CN))C,10.47
O=[N+]([O-])C,10.48
[Br]C2(=CC(C(=S)NC1(=CC=CC=C1))=CC=C2),10.49
O=C1(NC(=O)C=2(C1=C(C=CC=2)C)),10.49
O=C2(C(=NNC1(=C(C(=O)C)C=CC=C1))C(=O)CC(C2)(C)C),10.5
ON=CC1(=NC=CC=C1C),10.5
N2(=C(N(C)C)C=1(NC=NC=1N=C2)),10.5
OC=1(N(N=C(C=1CC=C)C)C),10.5
O=C([O-])C=CC([O-])=CC(=O)CC(=O)[O-],10.5
S(C(=O)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))C,10.51
OC1(=C(C(=CC=C1)C)C),10.51
O=C(N)C1(=CC=NC=C1),10.52
[P+](C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))))(CCCC)(CCCC)CCCC,10.53
ClC1(=CC=C(C=NO)C=C1),10.54
OC1(=CC=C(N=CN(C)C)C=C1),10.54
N2(=C(NC)C1(=C(NN=C1)N=C2)),10.55
S(=O)(=O)([O-])C1(=C(O)C=CC2(=C1C=NN2)),10.55
OC1(=C(C=C(C(C)C)C=C1)C),10.56
SCCC,10.56
OC1(=C(C=C(C)C=C1)C),10.56
OC(O)(C1(=[N+](C=CC=C1)C))C,10.57
O=C1(N(C(NOC)=CC(N1C)=O)C),10.58
O=[N+]([O-])C2(=CC=1(N=CNC=1C=C2)),10.58
OC=2(C1(=NC(=CC(=C1C=CC=2)C)C)),10.6
OC1(=NNC(=C1CCCCCCCCC)C2(=CC=CC=C2)),10.6
[N+]=24(C(=C1(NC=3(C=CC=CC=3(C1=CC=2))))C=C5(CCCCC5(=C4))),10.6
O=C(OC)CC(=O)C,10.6
S(=O)(=O)(N)C1(=CC=C(N)C=C1),10.6
OC1(=C(C=CC=C1C)C),10.6
OC1(=C(O)C=CC(=C1)CCNC),10.61
OC2(=C(C1(=NC=CC=C1))C=CC=C2),10.63
S=C(NC1(=CC(F)=CC=C1))C2(=CC=C(C)C=C2),10.63
OC1(=C(C(=CC(=C1)C)C)C),10.64
O=C(OCC)CC(=O)C,10.66
ONC1(=CC=CC=C1),10.68
O=C(C1(=C(C=C(C)C=C1C)C))C,10.69
OC1(=C(C=CC=C1)CC(C)(C)C),10.69
O=C(OC)C1(C(O)CCC3(C1CC=4(C=2(NC=5(C=CC=CC=5(C=2C=C[N+]=4(C3))))))),10.69
ON=C(NO)CC,10.7
ON=C(NO)C1(=CC=CC=C1),10.7
ON=C(NO)CC1(=CC=CC=C1),10.7
OC1(=CC=C(CC(C)(C)C)C=C1),10.71
O=C([O-])C=CC(C1(=C(O)C=CC=C1))(C)C,10.71
[Br]C2(=CC=C(S(=O)(=O)NCC1(=CC=CC=C1))C=C2),10.71
[Se](O)C1(=C([N+](=O)[O-])C=C(C)C=C1),10.71
[Se](O)C1(=C([N+](=O)[O-])C=C(OC)C=C1),10.71
S=C(NC1(=CC=CC=C1))NC(=S)C2(=CC=CC=C2),10.72
OC1(=C(C=C(C)C=C1)C(C)C),10.73
O=C(OCC)CC(=O)C1(=CC=C(C)C=C1),10.73
OB(O)CCCC,10.74
ON=C(NO)C,10.75
S=C(NC1(=CC=C([N+](=O)[O-])C=C1))N,10.75
OC1(=C(C=C(C)C(=C1)C(C)C)C),10.76
OC1(=C(C=C(C(C)C)C=C1)CC),10.77
S=C(NC1(=CC=C(F)C=C1))C2(=CC=CC=C2),10.77
N1(=C(N=C2(N=CNC2(=C1N)))N),10.77
SCCCC,10.78
S=CNC1(=CC(=CC=C1)C(F)(F)F),10.78
OC1(=C(C=C(C)C(=C1)C)C(C)C),10.79
N1(=C(N=C2(N=C(NC2(=C1N))N))N),10.79
O=C(C(C(=O)C)C)C,10.79
ClC2(=CC=C(NC(=S)C1(=CC=C(C)C=C1))C=C2),10.8
S=C1(N(C(=O)C(N1)(C)C)C),10.8
ClC1(=CC=C(NC=S)C=C1),10.8
ClC1(=CC(NC=S)=CC=C1),10.8
[Br]C2(=CC=C(NC(=S)C1(=CC=C(C)C=C1))C=C2),10.81
S=C(NC1(=CC=C(C)C=C1))C2(=CC=CC=C2),10.81
S=CNC1(=CC(C(=O)OC)=CC=C1),10.81
OC1(=C(C=CC=C1)CN(CC)CC),10.82
OC1(=C(C=CC=C1)CN2(CCCC2)),10.83
OC=2(C1(=NC=CC=C1C(N)=CC=2N)),10.83
OC1(=C(C=CC=C1)C2(NCCNCCCNCCNCC2)),10.84
N2(=C(N)C1(=C(NN=C1)N=C2)),10.84
OC1(=CC(=CC=C1)B(O)[O-]),10.84
OC1(=C(C(=C(C(C)C)C=C1)C)CC),10.85
ClC2(=CC=C(NC(=S)C1(=CC=CC=C1))C=C2),10.85
O=[N+]([O-])C2(=CC=C(C(=NO)C1(=CC=CC=C1))C=C2),10.85
O(C1(=C(OC)C=CC(=C1)C=NO))C,10.85
OC(=CC(=C)C)C=C(C)C,10.85
O(C1(=CC(=C(O)C=C1)CN(CC)CC))C,10.86
O=[N+]([O-])C1(=CC=C(CC(C#N)C#N)C=C1),10.87
S=C(NC1(=CC=CC=C1))C2(=C(C=CC=C2)C),10.87
OC3(=C2(NC1(=C(C=CC=C1)NC2=CC=C3))),10.88
S(=O)(=O)(NCC=1(OC=CC=1))C2(=CC=C(N)C=C2),10.89
[Br]C2(=CC(C(=S)NC1(=CC=C(C)C=C1))=CC=C2),10.89
S=C(N)C(=S)N,10.89
O(C1(=C(C=CC=C1)C=NO))C,10.89
OC=1(N(N=C(C=1)C2(=CC=CC=C2))C),10.9
OC=1(N(N=C(C=1C2(=CC=CC=C2))C)C),10.9
OC=1(N(N=C(C=1CC2(=CC=CC=C2))C)C),10.9
O=[N+]([O-])C2(=CC=C(C(C#N)C1(=CC=CC=C1))C=C2),10.9
O(C1(=C(C(OC)=CC=C1)C2(=NC=3(C=NC=CC=3(N2)))))C,10.9
S=C1(SC(C=C(N1)C)(C)C),10.9
N2(=C(NCC)C1(=C(NN=C1)N=C2)),10.9
OC1(=C(C=C(C)C=C1C)C),10.9
O=C([O-])C1(=C(O)C=CC=2(C1=CC=CC=2)),10.92
N3(=C(NCC1(=CC=CC=C1))C2(=C(NN=C2)N=C3)),10.93
ClC2(=CC=C(NC(=S)C1(=CC=C(OC)C=C1))C=C2),10.93
S1(C(=NC2(=C1C=CC=C2))NC(C3(=NC=CC=C3))C5(=C(O)C4(=NC=CC=C4C=C5))),10.94
[S-]C1(=NC=NC2(=C1NC=N2)),10.94
ON=CC1(=CC=C(C)C=C1),10.94
P(=O)(CC=O)(CC)CC,10.95
S=CNC1(=CC=C(C(=O)OC)C=C1),10.95
N#CC1(=CC=C(CC(C#N)C#N)C=C1),10.96
S=C(NC1(=CC=C(F)C=C1))C2(=CC=C(C)C=C2),10.97
OC(=CC(=C)C(C)(C)C)C,10.97
O(C1(=CC=C(C=NO)C=C1))C,10.98
N2(=C(NC(C)C)C1(=C(NN=C1)N=C2)),10.99
[O-][N+]2(=C(N)C=1(N(C=NC=1N=C2)CC3(=CC=CC=C3))),11
OC=1(NN=C(C=1CCCCCCCCCC)C2(=CC=CC=C2)),11
N2(=C(N(C)C)C1(=C(NN=C1)N=C2)),11
OC1(=C(N=CN(C)C)C=CC=C1),11.02
S=C1(OCCN1),11.05
O(C1(=C(O)C(=CC=C1)CN))C,11.06
ClC1(=CC=C(NC(=S)C)C=C1),11.06
OC1(=C(C=CC=C1)C=NC3(=CC=C(C2(=CC=C(N)C=C2))C=C3)),11.07
N2(=C1(N=CNC1=CC=C2)),11.08
OC1(=C(C=CC=C1C)CN(C)C),11.1
O=C([O-])C=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C),11.1
S=C(NC1(=CC([N+](=O)[O-])=CC=C1))N,11.1
N2(=C(N)C1(=C(NN=C1C)N=C2)),11.11
O=C1(C=CNC=C1),11.12
O=C(C1(=CC=CC=C1))C(C(=O)C)C,11.13
SC(C)(C)C,11.14
OC1(=C(C=C(C)C=C1C)C(C)C),11.18
[Br]CC(OC1(=CC=CC=C1))(O)C2(=CC=CC=C2),11.18
S=C(NC1(=CC=CC=C1))C2(=CC=C(N(C)C)C=C2),11.18
N#CCC#N,11.19
O=C2(C(C(O)CC1(CC(=O)NC(C1)=O))CC(C)CC2C),11.2
O=C1(NC(=O)CC(C1)CC(O)CC(=O)C(C=C(C=C)C)C),11.2
N3(=CC(C1(=NC=2(C=CC=CC=2(N1))))=CC=C3),11.21
N2(=C(NCCCC)C1(=C(NN=C1)N=C2)),11.21
O=C1(NC(=O)CC(N1)C2(=CC=CC=C2)),11.22
OC1(=C(C=C(C)C=C1)CN(C)C),11.22
[Br]CC(OC1(=CC=C(C)C=C1))(O)C2(=CC=CC=C2),11.23
O=C1(C(=O)CCCC1C),11.23
S=C1(N(C(=O)C2(N1)(CCCCC2))C),11.23
O=C(C2(=CC=C(C1(=CC=CC=C1))C=C2))C[N+]=5(C=4(C(=C3(C(C=CC=C3)=CC=4))C=CC=5)),11.25
O=C2(N(C=1(N=CNC=1CN2C))C),11.25
S=CNC1(=CC=C(F)C=C1),11.25
O(C1(=C(C(OC)=CC=C1)C2(=NC=3(N=CC=CC=3(N2)))))C,11.26
S=C(NC1(=CC=CC=C1))C2(=CC=C(OC)C=C2),11.27
N2(=C(NC)C1(=C(NN=C1)N=C2C)),11.27
OC=1(N(N=C(C=1C)C)C2(=CC=CC=C2)),11.3
ON=C(C1(=CC=CC=C1))C2(=CC=CC=C2),11.3
FCC(=O)NN,11.3
S=C2(NC(=O)C(C1(C=CCCC1))C([N-]2)=O),11.31
O=C(C(C(=O)C)CC)C,11.33
ClC1(=C([N+](=O)[O-])C=C2(CC(=O)CCC2(=C1))),11.34
ON=C(N)C(=NO)N,11.34
ON=CC1(=CC=C(N(C)C)C=C1),11.34
O=C(C1(=CC=CC=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),11.35
O(C(=NO)C)CC,11.37
OC=1(NN=C(C=1C2(=CC=CC=C2))C),11.4
S(=O)(=O)(NC(C(=O)[O-])CC(=O)N)C1(=CC=C(C)C=C1),11.4
OC=1(N(N=C2(C=1CCCC2))C3(=CC=CC=C3)),11.4
OC=1(N(N=C(C=1CCC)C)C2(=CC=CC=C2)),11.4
OC1(=C(C=CC=C1)CN(C(C)C)C(C)C),11.4
O=C1(N(CC(N1)=O)C),11.4
S(C1(=NC(NC)=C2(C=NNC2(=N1))))C,11.4
S(=O)(=O)(NCC(=O)[O-])C1(=CC=CC=C1),11.4
OC=1(NN=C(C=1)C2(=CC=CC=C2)),11.4
S=C1(N=C([O-])C(C(CCC)C)C(N1)=O),11.41
O=C([O-])C(=NO)C,11.43
O=[N+]([O-])C1(=C(C=CC(=C1)C#N)CC#N),11.43
ClC2(=CC=1(N=C(CO)NC=1C=C2)),11.46
O=C(C1(=CC=CC=C1))C([N+]2(=CC=CC=C2))C,11.465
OC1(=C(C=C(C(C)(C)C)C=C1)CN(C)C),11.48
OC1(=C(C=C(CC(C)(C)C)C=C1)CN(C)C),11.48
O(C1(=CC(=C(O)C=C1)CN(C)C))CC2(=CC=CC=C2),11.48
ClC1(=CC=C(CC(C#N)C#N)C=C1),11.49
OC=1(N(N=C(C=1CC)C)C2(=CC=CC=C2)),11.5
S=C(NC1(=CC=CC=C1))C2(=CC=C(C)C=C2),11.5
O=C([O-])C(=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C))C,11.5
O=C(NN)C1(=CN=CC=C1),11.5
OCC1(=NC=2(C=C(C)C=CC=2(N1))),11.5
O=C(OC)C2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),11.52
O=C2(NC=1(N=CNC=1CN2)),11.52
S=C(OC(C)C)NCC,11.52
S=CNC1(=CC(=CC=C1)C),11.55
O=C(C1(=C(O)C=C(C)C(=C1)C))C,11.56
S=C(OC(C)C)NC,11.56
OC=1(N(N=C(C=1C(C)C)C)C2(=CC=CC=C2)),11.6
OC=1(N(N=C(C=1C2(CCCCC2))C)C3(=CC=CC=C3)),11.6
[S-]C1(=NC(=NC2(=C1NC=N2))N),11.6
OC1(=C([O-])N=CN=C1),11.61
OC1(=NC2(=CC3(=CC=CC=C3(C=C2(N1))))),11.62
S=CNC1(=CC=C(C)C=C1),11.64
O=[N+]([O-])C2(=CC=C(C(=O)C1(=NNC=C1))C=C2),11.68
O=C(C1(=CC=C(C)C=C1))C[N+]=4(C=3(C(=C2(C(C=CC=C2)=CC=3))C=CC=4)),11.7
O(C1(=C(C=CN=C1)C(O)O))C,11.7
S=CNC1(=CC=C(OC)C=C1),11.74
N=1(N=CN(C=1)N),11.75
O=[N+]([O-])C2(=CC1(=C(CCC(C1)=O)C=C2)),11.76
S=CNC1(=CC(N(C)C)=CC=C1),11.78
S(=O)(=O)(NC(C(=O)[O-])CCC(=O)N)C1(=CC=C(C)C=C1),11.8
OC(C1(=CC=NC=C1))(C2(=CC=NC=C2))C3(=CC=NC=C3),11.8
O(O)CC,11.8
O=C(C(C(=O)C)C)C(C)C,11.8
O=C(OCC)C(C(=O)C)CC1(=CC=CC=C1),11.81
ClC=CC1(=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C),11.82
O=C(NN)C1(=NC=CC=C1),11.84
S=C(N)C1(=CC=C([N+](=O)[O-])C=C1),11.84
S=C(NC1(=CC=C(OC)C=C1))C2(=CC=C(OC)C=C2),11.85
O=C(C1(=NNC=C1))C,11.85
O=C1(N(CCC(N1)=O)C),11.86
O=C(OCC)C(C(=O)C)CC1(=CC(=CC=C1)C),11.87
O=C(OCC)C(C(=O)C)CC1(=CC=C(C)C=C1),11.88
S(=O)(=O)(NCCC(=N)NC)C1(=CC=C(C)C=C1),11.9
OC=1(N(N=C(C=1C2(=CC=CC=C2))C)C3(=CC=CC=C3)),11.9
O=C1(NC=2(C=CC=CC=2(C1=O))),11.9
O=C1(C(C(=O)OCC)CCCC1),11.9
P(=O)(CC(=O)C)(CC)CC,11.94
OC1(=C(C(=C)C)CCC(C1)C),11.95
S=C(NC1(=CC=C(OC)C=C1))C,11.96
O=C(C1(=CC=CC=C1))C2(=NNC=C2),11.97
[Br]C=1(C=2(C(C=[N+](C=1)CCCO)=CC=CC=2)),11.99
ClC1(=CC(NC(=S)N)=CC=C1),12
O=C(C1(=CC=C(C)C=C1))C2(=NNC=C2),12.02
S(=O)(C3(=CC(OC)=C(C1(=NC=2(NN=CC=2(N1))))C=C3))C,12.02
N3(=C(C1(=NC=2(C=CC=CC=2(N1))))C=CC=C3),12.05
OCC1(=NC=2(C=CC=CC=2(N1))),12.09
O(O)C(C)C,12.1
[O-]C1(=NC=NC2(=C1NC=N2)),12.1
S=C(NC1(=CC(C(=O)C)=CC=C1))N,12.1
O=C(N)C1(=NC=CC=C1),12.12
S(C(O)(O)C)CC,12.13
